tweet;Sentimento
"O líder do PT na Câmara, Enio Verri e o deputado Afonso Florence protocolaram 2 requerimentos em que acusam um diretor do Banco Central de vazar informações privilegiadas ao banco privado Itaú sobre a intenção do BC de atuar para enfrentar a alta do dólar.
https://t.co/ZxJftyXLp5";0
@horcruxte juntos assumem a presidência do banco central;1
@MrsSoul_ vamos assumir a presidência do banco central, cansei de ser pobre;1
@naflavinhaa Vamo assistir a presidência do banco central logo então;1
"A inteligência artificial veio para revolucionar todos os setores, incluindo o de mercado financeiro. Contate-nos para saber como utilizar a inteligência artificial para maximizar sua rentabilidade! Whatsapp:(19)99989-1001
(19)3116-1199
https://t.co/cQm1AMxZqb https://t.co/afQq42LSBo";2
Fernando Haddad, em artigo, não responde qual sua posição sobre Banco Central independente https://t.co/0SCBIjLXpn;1
O mercado de ações de Tóquio teve motivos para comemorar na terça-feira (10). O índice nikkei, o principal da bolsa de valores de Tóquio, seguiu com a sua tendência de alta e fechou o dia com 24.905,59 pontos.  #Ações #Bolsadevalores #economia #Japão #Merc https://t.co/4H1rnYXKt8 https://t.co/OolTo03nqu;2
@ENEGnt E da bolsa de valores a depressão severa: por que virei o amigo chato que fala de investimentos?;0
@bigallian juntos assumem a presidência do Banco Central;1
"Gráfico comparativo: #iBov candles; #EWZ #ETF linha vermelha; #EEM #ETF linha azul  - 60', diário, semanal e mensal #ibovespa #bolsadevalores https://t.co/8U7TBOwJxM";1
Lucro da BRF caiu 26% no 3º tri, para R$ 216,8 milhões / Custos de produção prejudicaram rentabilidade da companhia no exterior – Valor 10/11;0
"Dólar sobe em semana de respiro para Ibov e bitcoin bate novo recorde no Brasil
https://t.co/vUjan6LqC7";2
"No mercado interno ou externo, o #SageX3 fornece informações em tempo real sobre o seu inventário, rentabilidade do produto e operações de armazém para que possa adaptar-se a um futuro incerto e acompanhar seus processos e operações com confiança. https://t.co/2abZwtHv2R
#f5it";2
@pitapett hyeme participou do assalto ao banco central;1
@klxuyb juntos assumem a presidência do banco central !;1
@miguelrdonini Eh vdd eu era o cara lá atras investindo todo o patrimonio do porquinho na bolsa de valores c as call do nic com o not q o time da ck arrumou usando o novo software do jean;1
@oguib_ juntos assumem a presidência do banco central;1
@irbr3allin2 Confesso q estou começando a me preocupar mesmo sendo longo prazo. Ibov buscando os 110 e IRBR3 com parada virada pra queda. Mas sigo esperando o 4T e a nova cara q o CEO prometeu!;2
@NicoleZayat juntas a gnt vai assumir a presidência do banco central 😎😎;1
Inter+ FIA Ativo -0,18% (-0,25% Ibov) no dia (11/nov), acumulando +3,42% (+11,56% Ibov) no mês e +51,47% (-9,37% Ibov) no ano.;2
"Você consegue citar um momento histórico de cada década?

 20 - Quebra da bolsa de valores 
30 - Revolução de 30
40 - Fim da segunda guerra 
50 - Suicídio do Vargas
60 - Campanha da legalidade 
70 - Governo Médici, aumento da repressão 
80 - Redemocratização";1
"@Xetdoinvesting O que eu vejo é que com a entrada dessas corretoras taxa zero novos CPFs entraram na bolsa.

Nunca me esqueço de um professor que falava ""Se você não tem grana pra entrar com um lote você é muito chinelo pra Bolsa de valores, nem entre"".

E até hoje esse pensamento existe.";0
A galera pira com a rentabilidade (ilusória) do day trade.;0
@PabloSpyer E o ibov entregando a paçoquita;0
O país está em uma merda jamais vista, antes da pandemia tudo já piorava com o passar do tempo, mas piorou profundamente agora e o governo atual só se preocupa com os interesses dos empresários e especuladores da bolsa de valores https://t.co/p9Oc8weSAI;0
A LAD do #IBOV segue divergindo https://t.co/YurvdBKhxw;1
"Na última terça, o Senado aprovou o projeto que prevê a autonomia do Banco Central. O texto de hoje te explica o que isso significa. Leia: https://t.co/biPDbjBRKz 
.
#bancocentral #senado #autonomia #governo #brasil #economia #bolsonaro #boletimeconomico https://t.co/NLalbaDT0Q";1
Que auge, o PT esta denunciando o Diretor de Política Econômica do Banco central por dar informação privilegiada ao banco Itau a respeito da interferência do preço do dólar KKKKKKKKKK sabe quando isso acontecia extensivamente?;0
"A bolsa de valores pode cair, o dólar pode subir, mas vc não pode se desesperar em momento algum.

Se vc compra uma ação que acredita, se vc fez o estudo necessário sobre ela, vc não precisa ficar assustado com as variações do mercado, pois se o seu papel tem valor, o preço sobe.";2
Vc ganha 1200 reias???? Ja parou pra pensar vc pode deixar de pagar uma conta de luz e seu aluguel e investir na bolsa de valores???? Vc não sabe o q eh a bolsa de valores????;2
"Lucro da Cyrela cresce mais de 1.200% no 3º trimestre, para R$ 1,41 bilhão
https://t.co/CdDlXBdRbV";2
@_potterstyles_ juntos assumem a presidência do banco central;1
"Queimadas não são incêndios. A empresa que você investe cuida do meio ambiente? 
Na edição de hoje, vamos contar o que você ainda não sabe sobre a #Amazonia e a relação disso tudo na Bolsa de Valores.
https://t.co/Ti39DGAxe5";1
@jubs_sd Justos assumimos a presidência do banco central 😎;1
@queenpradopi Vamo invadir o banco central na quinta blz;1
@_danieol O antagonista é um cara amoral tanto q nem ele sabe quem ele è basta ver o nome q se deu antagonista ele dancca conforme a bolsa de valores!!!;0
"[#TRADEWISER] Veja a minha opinião nessa vídeo-análise educacional do índice IBOV para hoje. 
https://t.co/6219VqU18T
🇧🇷 #TradeWiserPro #TradeWiserAT #TradeWiserPort #MarceloTorres #Bitcoin #IBOV #SP500 #DJIA #Nasdaqv";1
"Dilma Rousseff deu uma de Dilma Rousseff. Depois de defender a autonomia do Banco Central nas campanhas de 2010 e 2014, mudou tudo e passou a atacá-la porque a ideia é defendida por Bolsonaro.
by @ColunaCH";0
O mercado subindo assim me dá medo... Amanhã soltam uma notícia desagradável e essa manada que comprou hoje vai correr para vender no primeiro minuto 😒 #ibov #bolsadevalores;2
@LauraKruger__ Nao q seja interesse, mas a presidência do banco central tá valendo kkkkkkkkk;1
"Ao travar de repente a entrada histórica do Ant Group na bolsa de valores, o regime comunista de Pequim lembra o povo chinês: não responda o Partido Comunista. Não importa o quão rico você seja ou quão obediente tenha sido.

 https://t.co/DZG2DLx6jN via @YouTube";1
Energisa informou que protocolou junto à Comissão de Valores Mobiliários (CVM) e à bolsa B3 um requerimento de registro de oferta pública de aquisição (OPA) de ações em circulação de emissão da Rede Energia Participações https://t.co/ytivFJbuzK #ENGI11;2
Diretor do Banco Central tem cabeça colocada a prêmio pelo mercado (via @EconomicoRadar) https://t.co/QZHYB7C59b https://t.co/KCrbNd02Cc;0
O Mercado Livre recebeu hoje, 09/11, a autorização do Banco Central para atuar como instituição financeira. https://t.co/x36gwstdfU https://t.co/NqT6XndT1D;2
"De janeiro a setembro, @Bradesco, @Santander_br e @Itau lucraram juntos R$ 35,7 bilhões, com rentabilidade que nenhum setor da economia registrou. Mesmo assim, são os  campeões de demissões. 

#QuemLucraNãoDemite";2
"Quando eu estava no ensino médio uma professora disse: “quem trabalha na bolsa de valores tem uma vida estressante”. Eu não trabalho na bolsa, mas tive um estresse grande por quase não conseguir vender ações de duas empresas por conta do sistema. 
#XP";0
Tecnisa reduz prejuízo líquido no 3º tri em 32%, para R$ 35,4 milhões | Empresas | Valor Investe https://t.co/s9KaCPVPbn;2
O que é a autonomia do Banco Central sob análise do Congresso https://t.co/EggEu4zmWX via @NexoJornal;1
"@Gustavo50470938 Significa que a rentabilidade está aumentando. Para quem quer comprar, quanto mais alta a taxa melhor, mas para quem já está comprado é ruim pq o PU diminui.
Absss";2
@niccaillaux assumem a presidência do banco central;1
"Operação de venda fechada com lucro de 0 pontos.
 
Comprando agora mini índice a 103295
 
#miniindice #ibov #daytrade https://t.co/h6gdBPT4X5";1
Voa IBOV hihihihi Nem lembro a ultima vez que vi minha carteira no azul. 🥰 Que maravilha o aporte aos 93k. hihihihi;2
@Emersoncirilo11 @salimmattarBR Para se falar besteira! A Coreia do Sul se abriu e se tornou rico nos anos 70! Os EUA nem banco central tinha no século 19 quando se tornou a maior economia do mundo, os nordivlcos sempre foram livre mercado nem salário mínimo tinham até alguns anos;1
@UOLNoticias Guedes é um INCOMPETENTE que não tem plano A, B ou C. Só entende de tirar e por dinheiro em ações na bolsa de valores. De pessoas, de seres humanos ele é um vazio total. #bolsonarogenocida;0
"Quem comprou Ouro com dólar em setembro de 2011 está hoje com o resultado de -4%. A oferta de Ouro está 19% maior, e a quantidade de dólar 90% maior.

110 meses, -4% de rentabilidade.

""Reserva de valor"" eles dizem. https://t.co/1WsmP65Bin";0
Nox Bitcoin anuncia que robô de trade da empresa acumulou uma rentabilidade de 75,73% entre fevereiro e agosto deste ano https://t.co/rfltWp7oSP;2
Hoje foi meu melhor dia da Bolsa de Valores desde que comecei. Entrei onde tinha que entrar, saí onde tinha que sair. Resultado: zero a zero. Meu primeiro dia operando número de contratos maior sem muito receio. Feliz por hoje! Bandas de bollinger é meu vício. @OgroWallSt mostrou;2
"📊 Coronavírus volta a preocupar 😟 o mercado. Veja como isso afeta as movimentações desta quinta-feira (12) na Bolsa de Valores. A #GenialNews traz os principais destaques antes da abertura do mercado.
 
👉 Acesse: https://t.co/T0qclNLhy5
 
#GenialInvestimentos https://t.co/xI9JgO1XCT";0
"@juutinti @itau Boa tarde, @juutinti ! Sugerimos que registre reclamação no SAC da instituição, na Ouvidoria e no Banco Central, através do telefone 145.

Caso resida no estado de São Paulo, Acesse https://t.co/zKGu7ckl8R  e faça uma reclamação.";1
"SLC Agrícola tem resultados sólidos, avalia Credit Suisse
https://t.co/UX7LNqrnw1";2
Ver oscilação do dólar e da bolsa de valores depois de eleição é um treino cardíaco;0
"@FabbioBFla @Mateus_crf99 @Thiiagocrf_ Cada um tem uma porcentagem .. 
Colocou o cu a venda na bolsa de valores";0
Por que o Banco Central independente é uma pedra fundamental da liberdade econômica?... (https://t.co/GpuLcZrhO6);1
"O aumento de casos de Covid19 no mundo e a fala dos presidentes dos Bancos Centrais Americano e Europeu mantendo tom de cautela trouxeram incerteza ao mercado.

Ibov teve queda -2,2% (102.507 pontos).

Dólar terminou o dia com alta de 1,14% cotado a R$ 5,47.

S&amp;P500 caiu -1,00%.";0
Vidraceiro POA  subiu 11% no ibov https://t.co/30XUXVyTS0;2
"Operação de venda fechada com lucro de -10 pontos.
 
Comprando agora mini índice a 104470
 
#miniindice #ibov #daytrade";0
#miniindice tá com cara de quem quer romper pra baixo. #ibov #daytrade https://t.co/vYWU209ar5;0
"Fechamento desta 09/11

🇧🇷 IBOV: +2,57%  ( 103.515 )
💵 Dólar: -0,08% negociado a R$ 5,38
🇺🇸 Nova York 
Dow Jones: +2,95%
S&amp;P 500: +1,17%
Nasdaq: -1,53%
🇪🇺 Europa 
FTSE 100: +4,67%
DAX: +4,94%
CAC 40: +7,57%
Stoxx 600: +3,98%
FTSE MIB: +5,43%
https://t.co/6XD2vOjQGv";2
"@AuditoriaCidada A Ação Direta de Inconstitucionalidade (ADI) 6417, questiona a inconstitucionalidade do artigo 7 da Emenda Constitucional 106, que tramitou como PEC 10/2020 no Congresso Nacional. Segundo Sara Campos, há uma série de vícios na tramitação. 
https://t.co/2oNO12TpSQ";1
Marque seu amigo que investe em ações e seu Educador Financeiro. em Bolsa de Valores https://t.co/ZI6sdRELJ7;1
Autonomia do Banco Central: mais um passo em direção ao ideário neoliberal https://t.co/BkiFxIAf8I via @twitterapi;1
que continue postando podcast assim , tá top https://t.co/Ug9K1MQb16  @CastBox_FM #podcast #audiobooks;2
@mitglow Roi quer assumir a presidência do banco central comigo?;1
"Bolsonaro: A 

Bolsa de valores brasileira: ""ces viram né? Ele ta me agressivando. Ó eu vô cair ein""";0
"@flablack @JANI_VALVERD Sim. Tem outras reportagens. Foi um... como se diz... tipo redução de custos feita pelo Banco Central pois já possuíam todas as ""configurações"" necessárias para colocar a nota em circulação o mais rápido possível. Mais o velho ditado ""o barato sai caro"".
https://t.co/4pWpcFK6Ez";1
@Rconstantino É sério que ninguém ainda acompanhou a dinâmica na Bolsa de Valores quando o SG ataca alguém? Ninguém percebeu a conexão? Está lá na cara de quem quiser ver. Basta analisar as datas.;1
"@ZattarRafael @ricososa A questão da poupança, para o investidor em renda variável, é a ""segurança"" em caso de baixa súbita.. como ocorreu este ano. Vejo neste sentido. Os demais brasileiros, sim, vejo como desconhecimento.";1
Já tô ganhando dinheiro já bolsa de valores.;2
Cadê meu boné IBOV 100k;2
"@bernardofusa EUA tem em torno de 57% da população investindo em Renda váriavel.

Brasil tem 3% da população.

Qual empresa que vc acredita que vai crescer mais na próxima década?";2
@BiIIievr Juntos assumem a presidência do banco central kkkk amei;1
"#RadarDeCandles 📡
13/11/2020 (fechamento do mercado)
Ações do #ibov no gráfico diário

Enforcado
#BPAC11

Engolfo de alta
#COGN3

Engolfo de baixa
#MRFG3

Harami de fundo
#BRDT3
#CYRE3
#EQTL3
#GOAU4
#GOLL4
#HGTX3
#LAME4
#RAIL3
#LREN3 (e martelo)

Morning star
#BRKM5";1
@mauri_limaa @biaofc__sousa @pvericc bolsa de valores meu pau;0
Cléber Machado falando de Bolsa de Valores. Eu amo esse cara;2
"@rafaelbboa “Meta de inflação é o pior sistema para o Banco Central, exceto todos os outros.""

- Marcos Mollica, gestor da Opportunity e convidado do episódio 75 do Stock Pickers.";1
@Giu_teixeira05 Juntas assumem a presidência do Banco Central. Veeem ai;1
@Moondded Dizem q de escritório eh melhor e dura mais mas se for por conta de rentabilidade valor/conforto cadeira gamer eh bem melhor;1
@mitglow juntos assumem a presidência do banco central;1
"Sócio-fundador da Natura fala sobre o que esperar do Brasil no pós-pandemia
https://t.co/4rmc9NK7RL";1
"#IBOV - Análise do nosso índice nos 2 cenários possíveis.
Conheça o VIP ZONE. 

#gdtraders #vipzone https://t.co/SUUfnjcGui";1
"Sexta-feira 13: $IBOV 104.723pts 📈+2,16%, segunda semana de alta📈+3,7%, recorde de volume, fluxo estrangeiro, máxima pós-covid.

Maiores volumes do dia: $VALE3 $B3SA3 $PETR4 $BBDC4 $VVAR3

📊Segue o Panorama de Fechamento de Mercado de hoje: https://t.co/TQoxbxTRAG https://t.co/3aQ64UqIrq";2
https://t.co/SxNtkJNvvx - Esses Filho de uma puta do Rodrigo Maia é o retrato do atraso no Brasil!!!!;0
